index,symbol,message,timestamp_raw,timestamp_iso,prob_positive,prob_negative,prob_neutral,pred_label,confidence,sentiment_signed
1,IREN,What are you doing with CoreWeave ( $CRWV ) stock on the post-earnings decline?,,,0.015560392290353775,0.8684329390525818,0.11600669473409653,negative,0.8684329390525818,-0.852872546762228
2,IREN,"$IREN IREN ......isnt core-weave .. theres no bullshit bubble  in AI  .. the country needs more compute power centers just to keep up with china.  Will trump let china beat us in AI . Im beating NO .. iren ,cifr,hut,hive,bitf,clsk, wulf . Bullish on all of them . Bullish",2025-11-12T11:55:22Z,2025-11-12T11:55:22+00:00,0.18083536624908447,0.015166833065450191,0.8039977550506592,neutral,0.8039977550506592,0.16566853318363428
3,IREN,$IREN Red again… unreal Bullish,2025-11-12T11:52:26Z,2025-11-12T11:52:26+00:00,0.2684001326560974,0.48356929421424866,0.2480306178331375,negative,0.48356929421424866,-0.21516916155815125
4,IREN,$NBIS $IREN $CRWV $NVDA Can’t  wait to see the short interest for November 15th.. squeeze coming. No dount Burry Oracles aka Finacial discovery on Nov 27th is part of a master plan to cover short in Ai space while stealing shares…. Before short interest is revealed they have been balls in since October 31st. Now Cramer telling you to run from AI When inverse Cramer has arrived you know what to do. Why because online Capacity equals revenue and the big players can now recognize these huge contracts in 2026,2025-11-12T11:22:43Z,2025-11-12T11:22:43+00:00,0.04381558299064636,0.02703566662967205,0.92914879322052,neutral,0.92914879322052,0.016779916360974312
5,IREN,"$ASST $BTC $CLSK $MSTR $IREN Warnings target 11 U.S. states for potential grid disruptions, with risks to spacecraft, radio, and navigation as well. However, as of November 12 morning, no major outages have been reported in the U.S., though utilities are on high alert with mitigation measures like grounding switches in place.",2025-11-12T11:20:55Z,2025-11-12T11:20:55+00:00,0.03515351936221123,0.8816367387771606,0.08320972323417664,negative,0.8816367387771606,-0.8464832194149494
6,IREN,"$CLSK $BTC $ASST the storms a brewing electric grids could get wiped out in the future 
November 11-12, 2025. This rare sighting for mid-latitudes like Missouri (around 38°N) was triggered by a severe geomagnetic storm (rated G4 on NOAA’s scale), one of the strongest in recent years.",2025-11-12T11:20:55Z,2025-11-12T11:20:55+00:00,0.01924222707748413,0.9187668561935425,0.06199086457490921,negative,0.9187668561935425,-0.8995246291160583
7,IREN,$APLD $IREN $NBIS agreed!  Citi recently jacked up their position in $IREN by 112% making them the 4th largest shareholder!,2025-11-12T10:59:37Z,2025-11-12T10:59:37+00:00,0.9304381608963013,0.013709201477468014,0.05585268512368202,positive,0.9304381608963013,0.9167289594188333
8,IREN,"$NBIS what a joke.  At the very same time the big banks’ CEOs and analysis are trying to crush the price of datacenter stocks, they are buying hundreds of millions of dollars of these same stocks as the prices fall.  

Don’t be fooled by greedy banks trying to force retail shareholders out of their shares with made up reports of an “AI bubble” so they can buy them for cheap before these stocks skyrocket next year when billions of dollars pour into datacenter companies like $APLD $NBIS and $IREN as the datacenters they are building now come into operation.  

If you want to see the truth, look at a bank’s actions - not its words.  The big banks are on a buying spree of datacenter stocks. tomshardware.com/tech-indus...",2025-11-12T10:59:37Z,2025-11-12T10:59:37+00:00,0.0294551532715559,0.11756167560815811,0.8529831171035767,neutral,0.8529831171035767,-0.08810652233660221
9,IREN,"$IREN This is going for a rally ride today on the bottom of this lovely Bull flag so it is time to buy the dips again. Buy above the midline, sell below. The Elliott wave is confirming here on the hourly with the TDSequential Demark just turning bullish on a 2 count & no chance of a reversal now until a 13. The Squeeze is firmly in Buy territory here after it got a shot of O2 from the McClellan up there in thin air, so now it can proceed upward with impunity, as it bounces off of the trendline with the 4 cruising past the 9 on the daily. Fib/Gann & Regression Channel all confirm. Bullish",2025-11-12T10:40:11Z,2025-11-12T10:40:11+00:00,0.5522887706756592,0.035830993205308914,0.4118802845478058,positive,0.5522887706756592,0.5164577774703503
10,IREN,$IREN We can’t even handle a premarket pump. This is ashame,2025-11-12T10:27:13Z,2025-11-12T10:27:13+00:00,0.030040599405765533,0.5603770613670349,0.40958231687545776,negative,0.5603770613670349,-0.5303364619612694
11,IREN,$IREN 58.50 is your friend,2025-11-12T09:57:06Z,2025-11-12T09:57:06+00:00,0.03912739455699921,0.027638237923383713,0.9332343935966492,neutral,0.9332343935966492,0.011489156633615494
12,IREN,"$NBIS what a joke.  At the very same time the big banks’ CEOs and analysis are trying to crush the price of datacenter stocks, they are buying hundreds of millions of dollars of these same stocks as the prices fall.  

Don’t be fooled by greedy banks trying to force retail shareholders out of their shares with made up reports of an “AI bubble” so they can buy them for cheap before these stocks skyrocket next year when billions of dollars pour into datacenter companies like $APLD $NBIS and $IREN as the datacenters they are building now come into operation.  

If you want to see the truth, look at a bank’s actions - not its words.  The big banks are on a buying spree of datacenter stocks. tomshardware.com/tech-indus...",2025-11-12T09:55:33Z,2025-11-12T09:55:33+00:00,0.0294551532715559,0.11756167560815811,0.8529831171035767,neutral,0.8529831171035767,-0.08810652233660221
13,IREN,"$IREN Bitcoin beta with ops scale. If BTC strong and IREN clears opening range high, look for +8–12%. Respect VWAP  miners can whipsaw.",2025-11-12T09:39:22Z,2025-11-12T09:39:22+00:00,0.502385139465332,0.020235944539308548,0.47737887501716614,positive,0.502385139465332,0.4821491949260235
14,IREN,$BURU $IREN my picks today,2025-11-12T09:21:46Z,2025-11-12T09:21:46+00:00,0.07088024169206619,0.02467327192425728,0.9044464826583862,neutral,0.9044464826583862,0.046206969767808914
15,IREN,$IREN back in. The price is a gift,2025-11-12T08:45:34Z,2025-11-12T08:45:34+00:00,0.07740185409784317,0.017174063250422478,0.9054241180419922,neutral,0.9054241180419922,0.06022779084742069
16,IREN,$CIFR $IREN $BE 🏬🧐🧐 📚🤓📚,2025-11-12T08:08:14Z,2025-11-12T08:08:14+00:00,0.05376188084483147,0.022218873724341393,0.9240192174911499,neutral,0.9240192174911499,0.031543007120490074
17,IREN,Why would anyone block someone for being bearish on a stock? SO All u wanna see on ur feed is a bunch of dudes circle jerking each other OVER A  stock and never hearing the other point of view. Without the other point of view… ur a trash investor/trader. $NBIS $IREN $META $PLTR,2025-11-12T07:21:49Z,2025-11-12T07:21:49+00:00,0.02477613463997841,0.24332556128501892,0.731898307800293,neutral,0.731898307800293,-0.2185494266450405
18,IREN,$NBIS would cause an insane dump if it came to fruition…. Do we end up leasing from $IREN given power is the bottleneck?,2025-11-12T07:20:01Z,2025-11-12T07:20:01+00:00,0.028240328654646873,0.4412660598754883,0.5304936170578003,neutral,0.5304936170578003,-0.4130257312208414
19,IREN,$CIFR $CLSK $IREN companies that print money don’t lose money and issue debt. 🤡🤡🤡,2025-11-12T05:30:13Z,2025-11-12T05:30:13+00:00,0.03806338459253311,0.0308885108679533,0.9310480356216431,neutral,0.9310480356216431,0.007174873724579811
20,IREN,$CIFR $CLSK $IREN what an absolute moron. Data center energy companies are PRINTING money. Bullish,2025-11-12T05:30:13Z,2025-11-12T05:30:13+00:00,0.016433091834187508,0.889717698097229,0.09384918212890625,negative,0.889717698097229,-0.8732846062630415
21,IREN,"$CIFR $IREN is up 47cents AH. That’s up to u? 

Damn u know shit is bad when 49cents is being up after being crushed to death lol",2025-11-12T05:27:40Z,2025-11-12T05:27:40+00:00,0.33756089210510254,0.0655943900346756,0.5968446731567383,neutral,0.5968446731567383,0.27196650207042694
22,IREN,$IREN already up. $60+ tomorrow $CIFR Bullish,2025-11-12T05:27:40Z,2025-11-12T05:27:40+00:00,0.8071454763412476,0.01925625093281269,0.1735983043909073,positive,0.8071454763412476,0.7878892254084349
23,IREN,$IREN Here is the video of McNallie Money's actual tour of Childress with pictures & videos of the complex: youtube.com/watch?v=9ZWA3fo... Bullish,2025-11-12T05:07:33Z,2025-11-12T05:07:33+00:00,0.03206748515367508,0.02444022335112095,0.9434922933578491,neutral,0.9434922933578491,0.0076272618025541306
