index,symbol,message,timestamp_raw,timestamp_iso,prob_positive,prob_negative,prob_neutral,pred_label,confidence,sentiment_signed
1,DGXX,Which cloud infrastructure stock offers the best long-term opportunity right now?,,,0.11460549384355545,0.010849308222532272,0.8745452165603638,neutral,0.8745452165603638,0.10375618562102318
2,DGXX,$DGXX Bullish,2025-11-29T02:03:05Z,2025-11-29T02:03:05+00:00,0.38706347346305847,0.04750477150082588,0.5654317140579224,neutral,0.5654317140579224,0.3395587019622326
3,DGXX,"$DGXX Taken from X 
Good info right here
Kudos to @ChinoAlemano Bullish",2025-11-29T02:03:05Z,2025-11-29T02:03:05+00:00,0.07276445627212524,0.017436638474464417,0.9097989201545715,neutral,0.9097989201545715,0.05532781779766083
4,DGXX,$DGXX Picked up 5k more shares today. Too many big catalysts on the horizon. I want to get another 5-10k but going to see if I can get a deal on them. Really want to hold my position until long term cap gains kick in Bullish,2025-11-29T00:18:20Z,2025-11-29T00:18:20+00:00,0.4352739453315735,0.029440853744745255,0.5352851748466492,neutral,0.5352851748466492,0.40583309158682823
5,DGXX,"$DGXX Taken from X 
Good info right here
Kudos to @ChinoAlemano Bullish",2025-11-29T00:07:02Z,2025-11-29T00:07:02+00:00,0.07276445627212524,0.017436638474464417,0.9097989201545715,neutral,0.9097989201545715,0.05532781779766083
6,DGXX,"Enter: $DGXX Calls
Strike Price: $5
Expiry Date: DEC 19 2025 

Buy in Price: $0.25 - $0.26
Sell Price: $0.35
Profit : +40% (Turn every $1 into $1.40)

Want Profitable Real-Time Options Alerts? 
👉 moneygroup.us",2025-11-28T20:50:28Z,2025-11-28T20:50:28+00:00,0.03898294270038605,0.019865525886416435,0.9411515593528748,neutral,0.9411515593528748,0.019117416813969612
7,DGXX,"$APLD $BITF $DGXX next week will be a Christmas rally,  get your shares now! Bullish",2025-11-28T17:52:49Z,2025-11-28T17:52:49+00:00,0.07773920148611069,0.02345256134867668,0.8988082408905029,neutral,0.8988082408905029,0.054286640137434006
8,DGXX,"$DGXX Same here, under $5 (higher risk penny stock). Bullish",2025-11-28T17:04:55Z,2025-11-28T17:04:55+00:00,0.31181737780570984,0.032113611698150635,0.6560689806938171,neutral,0.6560689806938171,0.2797037661075592
9,DGXX,$DGXX Does anyone else have a margin account and get any buying power from Digi Power? I'm with Schwab and they have margin maintenance requirement of 100%. At least in my account.,2025-11-28T17:04:55Z,2025-11-28T17:04:55+00:00,0.04934493452310562,0.02170499972999096,0.9289501309394836,neutral,0.9289501309394836,0.027639934793114662
10,DGXX,$DGXX Don’t forget they will be releasing their monthly update next Monday or Tuesday. Great buying point right now. Only 1h left to load up! Bullish,2025-11-28T16:50:55Z,2025-11-28T16:50:55+00:00,0.24574488401412964,0.022391706705093384,0.7318633794784546,neutral,0.7318633794784546,0.22335317730903625
11,DGXX,$DGXX Does anyone else have a margin account and get any buying power from Digi Power? I'm with Schwab and they have margin maintenance requirement of 100%. At least in my account.,2025-11-28T16:25:35Z,2025-11-28T16:25:35+00:00,0.04934493452310562,0.02170499972999096,0.9289501309394836,neutral,0.9289501309394836,0.027639934793114662
12,DGXX,$DGXX $5 by Christmas...imo.,2025-11-28T15:42:38Z,2025-11-28T15:42:38+00:00,0.05626551806926727,0.01818956434726715,0.9255449175834656,neutral,0.9255449175834656,0.03807595372200012
13,DGXX,"$DGXX happy thanksgiving everyone, thank me later once you say bye to this stock for good..😂",2025-11-28T15:34:36Z,2025-11-28T15:34:36+00:00,0.10252144187688828,0.015414658933877945,0.8820639252662659,neutral,0.8820639252662659,0.08710678294301033
14,DGXX,$DGXX Go DIGI GO! Bullish,2025-11-28T14:52:07Z,2025-11-28T14:52:07+00:00,0.0976603627204895,0.02867962419986725,0.8736599683761597,neutral,0.8736599683761597,0.06898073852062225
15,DGXX,$DGXX Strange PA and just remaining at this level after such a sharp rise with positive market and crypto. Bullish,2025-11-28T14:37:42Z,2025-11-28T14:37:42+00:00,0.8958702087402344,0.027428925037384033,0.07670079171657562,positive,0.8958702087402344,0.8684412837028503
16,DGXX,$DGXX If Peter Lynch is backing DGXX then  Wowsa curzioresearch.com/peter-ly...,2025-11-28T13:44:33Z,2025-11-28T13:44:33+00:00,0.04334094002842903,0.017034374177455902,0.9396246671676636,neutral,0.9396246671676636,0.02630656585097313
17,DGXX,$APLD $DGXX $BITF unstoppable whats coming Bullish,2025-11-28T12:09:49Z,2025-11-28T12:09:49+00:00,0.1570390909910202,0.027608666568994522,0.8153522610664368,neutral,0.8153522610664368,0.12943042442202568
18,DGXX,$DGXX Keep shorting shortie...more profits for me when you will have to cover soon!!! Bullish,2025-11-28T12:01:00Z,2025-11-28T12:01:00+00:00,0.1098785549402237,0.09001245349645615,0.8001089692115784,neutral,0.8001089692115784,0.019866101443767548
19,DGXX,Fortune Friday Watchlist Pt. 6 $HOOD $SOFI $NIO $DGXX $NVTS Let's Have Fun Tomorrow 📈 Bullish,2025-11-28T02:50:05Z,2025-11-28T02:50:05+00:00,0.10247544199228287,0.025457793846726418,0.8720667362213135,neutral,0.8720667362213135,0.07701764814555645
