index,symbol,message,timestamp_raw,timestamp_iso
1,DGXX,What are you doing with CoreWeave ( $CRWV ) stock on the post-earnings decline?,,
2,DGXX,"$DGXX DGXX’s ARMS 200 modular pods and the associated NeoCloudz GPU‑as‑a‑service platform are designed to monetize high‑performance compute in a fundamentally different way from the giga‑watt campuses being developed by its mining peers.  Below is an AI assisted assessment of the revenue opportunities and the strategic value of the modular, potentially patent‑protected architecture.

Revenue‑generation opportunities:

1)  1 MW ARMS 200 pods with 256 GPUs

         Each ARMS 200 module is self‑contained: it provides 1 MW of critical power, is equipped to host up to 256 NVIDIA B200/B300 GPUs and uses liquid cooling with dual‑path power redundancy .  Because the pods are Tier‑III certified and designed for rapid deployment , they can be brought online far faster than traditional data‑centres.  High‑density GPU pods can command premium rental rates because tenants pay for compute rather than just space and power.",2025-11-12T07:57:34Z,2025-11-12T07:57:34+00:00
3,DGXX,$HIVE $DGXX Do you think there will be a pump when they release their Q3 financials?,2025-11-12T07:13:45Z,2025-11-12T07:13:45+00:00
4,DGXX,"Enter: $DGXX Calls
Strike Price: $5
Expiry Date: DEC 19 2025 

Buy in Price: $0.80 - $0.90
Sell Price: $1.50
Profit : +87% (Turn every $1 into $1.87)

Want Profitable Real-Time Options Alerts? 
👉 moneygroup.us",2025-11-12T00:09:05Z,2025-11-12T00:09:05+00:00
5,DGXX,"$DGXX Company has no debt, $85mil in cash/ crypto and has 185mw of AI cloud capacity RIGHT NOW!!  Brining more online Q1 What am I missing?? Bullish",2025-11-12T00:01:51Z,2025-11-12T00:01:51+00:00
6,DGXX,$DGXX it is just normal! 50 soon ! Bullish,2025-11-11T23:21:32Z,2025-11-11T23:21:32+00:00
7,DGXX,"$DGXX Damn, my account is down $300K in two days 🤦🏻‍♂️
Not selling, but DAMN!!!! Bullish",2025-11-11T23:05:00Z,2025-11-11T23:05:00+00:00
8,DGXX,$DGXX still holding 13k+ shares. They can do whatever they want. This thing is undervalued. See you at 20+ within 12-18,2025-11-11T22:44:25Z,2025-11-11T22:44:25+00:00
9,DGXX,"$DGXX Should there be dilution? And if so, when?",2025-11-11T21:53:38Z,2025-11-11T21:53:38+00:00
10,DGXX,$DGXX 🥺,2025-11-11T21:08:45Z,2025-11-11T21:08:45+00:00
11,DGXX,$DGXX tested $4.08 which it spiked down to the other day. Consider that a +.,2025-11-11T21:01:29Z,2025-11-11T21:01:29+00:00
12,DGXX,$DGXX im going to look at the bright side.. the HPCs sector might finish imploding and turn bullish right when dgxx releases financials.. better than having it implode the day we release.  Good financials + iren running could be nice Bullish,2025-11-11T20:56:36Z,2025-11-11T20:56:36+00:00
13,DGXX,$DGXX This paper is getting fisted... Bullish,2025-11-11T20:45:16Z,2025-11-11T20:45:16+00:00
14,DGXX,$DGXX just pull the shade down and close her up for the night,2025-11-11T20:45:02Z,2025-11-11T20:45:02+00:00
15,DGXX,$NUKK $TSLA $BA $DGXX,2025-11-11T20:42:18Z,2025-11-11T20:42:18+00:00
16,DGXX,$NUKK Nukkleus Lands $250 Million Funding Pact To Fuel Defense Tech Push $TSLA $BA $DGXX inkl.com/news/nukkleus-land... Bullish,2025-11-11T20:42:18Z,2025-11-11T20:42:18+00:00
17,DGXX,$DGXX They're bleeding to death. Do you think it'll be okay in the end?,2025-11-11T20:31:31Z,2025-11-11T20:31:31+00:00
18,DGXX,$DGXX im sure itll be fine but this was a really bad experience holding this.  Multiple round trips back and forth,2025-11-11T20:31:31Z,2025-11-11T20:31:31+00:00
19,DGXX,$DGXX earnings must be great then 💀,2025-11-11T20:28:51Z,2025-11-11T20:28:51+00:00
20,DGXX,$DGXX How much do they mine?,2025-11-11T20:21:09Z,2025-11-11T20:21:09+00:00
21,DGXX,$DGXX from being up $30K to being down -$5K. Port blown. Company is trash,2025-11-11T20:18:59Z,2025-11-11T20:18:59+00:00
22,DGXX,$DGXX im sure itll be fine but this was a really bad experience holding this.  Multiple round trips back and forth,2025-11-11T20:17:46Z,2025-11-11T20:17:46+00:00
23,DGXX,$DGXX bounce at $ 4 and go up Higher 👃👀 finviz.com/quote.ashx?t=DGXX Bullish,2025-11-11T20:12:50Z,2025-11-11T20:12:50+00:00
24,DGXX,$DGXX ... beauty... 👃👀 finviz.com/quote.ashx?t=DGXX Bullish,2025-11-11T20:12:50Z,2025-11-11T20:12:50+00:00
