index,symbol,message,timestamp_raw,timestamp_iso,prob_positive,prob_negative,prob_neutral,pred_label,confidence,sentiment_signed
1,GOOG,"Will Palantir ( $PLTR ) beat quarterly earnings? 
 
*Powered by Polymarket",,,0.6308200359344482,0.011539651080965996,0.3576403260231018,positive,0.6308200359344482,0.6192803848534822
2,GOOG,"Waymo by $GOOG , has revealed plans to launch its fully driverless robotaxi service in three additional U.S. cities starting in 2026: San Diego, Detroit, and Las Vegas.

The announcement expands its current operations, which are limited to San Francisco, Phoenix, and Los Angeles, where Waymo already handles more than 50,000 weekly rides with electric Jaguar I-PACE vehicles equipped with LIDAR, radar, and camera sensors.

The rollout will begin with mapping and testing phases, followed by public access through the Waymo One app. The company highlights improved safety—data suggests fewer accidents—along with better accessibility for seniors and people with disabilities, and environmental sustainability thanks to its electric fleet.

Waymo has not provided specific launch dates or pricing yet, but it’s encouraging users to join the waitlist. This expansion strengthens Waymo’s leadership in the autonomous vehicle space, competing with Cruise and $TSLA .

———
👉🏼 matricini.it/easyinvest Bullish",2025-11-03T16:05:32Z,2025-11-03T16:05:32+00:00,0.8812990784645081,0.007310706656426191,0.11139019578695297,positive,0.8812990784645081,0.8739883718080819
3,GOOG,$DJT $GOOG Google's AI. What is the First Lady's IQ Bullish,2025-11-03T15:56:15Z,2025-11-03T15:56:15+00:00,0.02874213457107544,0.04572775214910507,0.9255301356315613,neutral,0.9255301356315613,-0.016985617578029633
4,GOOG,"$GOOG $DJT Google removes AI model  
 
""The response produced by Gemma included fake links to non-existent news articles"" the-independent.com/tech/go...",2025-11-03T15:50:03Z,2025-11-03T15:50:03+00:00,0.018417848274111748,0.5319257974624634,0.4496563673019409,negative,0.5319257974624634,-0.5135079491883516
5,GOOG,$GOOG,2025-11-03T15:50:01Z,2025-11-03T15:50:01+00:00,0.0522821806371212,0.05729910358786583,0.8904187083244324,neutral,0.8904187083244324,-0.005016922950744629
6,GOOG,$GOOGL $GOOG buyback window is closed Google can actively buyback shares on open market Bullish,2025-11-03T15:39:25Z,2025-11-03T15:39:25+00:00,0.09583935886621475,0.01558162085711956,0.8885790109634399,neutral,0.8885790109634399,0.08025773800909519
7,GOOG,$GOOGL $GOOG $AAPL siri revamp to run off Google Gemini and will be hosted on Apple servers Bullish,2025-11-03T15:23:14Z,2025-11-03T15:23:14+00:00,0.07114048302173615,0.01427661906927824,0.9145828485488892,neutral,0.9145828485488892,0.056863863952457905
8,GOOG,"$GOOG i really liked google before it started issuing bonds to do the ai shit, now im not so sure.",2025-11-03T15:00:30Z,2025-11-03T15:00:30+00:00,0.0847286581993103,0.03239203616976738,0.8828793168067932,neutral,0.8828793168067932,0.05233662202954292
9,GOOG,$AAPL $AMZN $GOOG $NVDA $SPY,2025-11-03T14:49:20Z,2025-11-03T14:49:20+00:00,0.1154799535870552,0.016563525423407555,0.8679565191268921,neutral,0.8679565191268921,0.09891642816364765
10,GOOG,"$AMZN ridiculous. The whole Nadaq market + $SPY is driven by 5-7 stocks. $NVDA $GOOG $AAPL and co.
The real indication how bad the US economy is doing is not seen at all. 
This might end in a desaster. Smaller Techs are bubbled by those companies. Many will not survive ginally, my guess. 
Watch the consumer and other defensive stocks.
They mirror the true economical situation Bearish",2025-11-03T14:49:20Z,2025-11-03T14:49:20+00:00,0.023350059986114502,0.6073179841041565,0.369331955909729,negative,0.6073179841041565,-0.583967924118042
